288 0 0
7 124 144 156
144 125 145 157
145 126 146 158
146 127 8 159
6 156 147 160
147 157 148 161
148 158 149 162
149 159 9 163
5 160 150 164
150 161 151 165
151 162 152 166
152 163 10 167
4 164 153 123
153 165 154 122
154 166 155 121
155 167 11 120
15 0 168 180
168 1 169 181
169 2 170 182
170 3 16 183
14 180 171 184
171 181 172 185
172 182 173 186
173 183 17 187
13 184 174 188
174 185 175 189
175 186 176 190
176 187 18 191
12 188 177 4
177 189 178 5
178 190 179 6
179 191 19 7
16 96 192 204
192 97 193 205
193 98 194 206
194 99 20 207
17 204 195 208
195 205 196 209
196 206 197 210
197 207 21 211
18 208 198 212
198 209 199 213
199 210 200 214
200 211 22 215
19 212 201 95
201 213 202 94
202 214 203 93
203 215 23 92
31 60 216 228
216 61 217 229
217 62 218 230
218 63 32 231
30 228 219 232
219 229 220 233
220 230 221 234
221 231 33 235
29 232 222 236
222 233 223 237
223 234 224 238
224 235 34 239
28 236 225 59
225 237 226 58
226 238 227 57
227 239 35 56
39 68 240 252
240 69 241 253
241 70 242 254
242 71 40 255
38 252 243 256
243 253 244 257
244 254 245 258
245 255 41 259
37 256 246 260
246 257 247 261
247 258 248 262
248 259 42 263
36 260 249 67
249 261 250 66
250 262 251 65
251 263 43 64
47 31 264 276
264 30 265 277
265 29 266 278
266 28 48 279
46 276 267 280
267 277 268 281
268 278 269 282
269 279 49 283
45 280 270 284
270 281 271 285
271 282 272 286
272 283 50 287
44 284 273 27
273 285 274 26
274 286 275 25
275 287 51 24
48 132 288 300
288 133 289 301
289 134 290 302
290 135 52 303
49 300 291 304
291 301 292 305
292 302 293 306
293 303 53 307
50 304 294 308
294 305 295 309
295 306 296 310
296 307 54 311
51 308 297 139
297 309 298 138
298 310 299 137
299 311 55 136
60 39 312 324
312 38 313 325
313 37 314 326
314 36 67 327
61 324 315 328
315 325 316 329
316 326 317 330
317 327 66 331
62 328 318 332
318 329 319 333
319 330 320 334
320 331 65 335
63 332 321 32
321 333 322 33
322 334 323 34
323 335 64 35
68 47 336 348
336 46 337 349
337 45 338 350
338 44 72 351
69 348 339 352
339 349 340 353
340 350 341 354
341 351 73 355
70 352 342 356
342 353 343 357
343 354 344 358
344 355 74 359
71 356 345 40
345 357 346 41
346 358 347 42
347 359 75 43
72 100 360 372
360 101 361 373
361 102 362 374
362 103 76 375
73 372 363 376
363 373 364 377
364 374 365 378
365 375 77 379
74 376 366 380
366 377 367 381
367 378 368 382
368 379 78 383
75 380 369 107
369 381 370 106
370 382 371 105
371 383 79 104
83 108 384 396
384 109 385 397
385 110 386 398
386 111 84 399
82 396 387 400
387 397 388 401
388 398 389 402
389 399 85 403
81 400 390 404
390 401 391 405
391 402 392 406
392 403 86 407
80 404 393 115
393 405 394 114
394 406 395 113
395 407 87 112
91 127 408 420
408 126 409 421
409 125 410 422
410 124 95 423
90 420 411 424
411 421 412 425
412 422 413 426
413 423 94 427
89 424 414 428
414 425 415 429
415 426 416 430
416 427 93 431
88 428 417 131
417 429 418 130
418 430 419 129
419 431 92 128
96 3 432 444
432 2 433 445
433 1 434 446
434 0 103 447
97 444 435 448
435 445 436 449
436 446 437 450
437 447 102 451
98 448 438 452
438 449 439 453
439 450 440 454
440 451 101 455
99 452 441 143
441 453 442 142
442 454 443 141
443 455 100 140
104 79 456 468
456 78 457 469
457 77 458 470
458 76 111 471
105 468 459 472
459 469 460 473
460 470 461 474
461 471 110 475
106 472 462 476
462 473 463 477
463 474 464 478
464 475 109 479
107 476 465 80
465 477 466 81
466 478 467 82
467 479 108 83
112 87 480 492
480 86 481 493
481 85 482 494
482 84 116 495
113 492 483 496
483 493 484 497
484 494 485 498
485 495 117 499
114 496 486 500
486 497 487 501
487 498 488 502
488 499 118 503
115 500 489 88
489 501 490 89
490 502 491 90
491 503 119 91
116 15 504 516
504 14 505 517
505 13 506 518
506 12 123 519
117 516 507 520
507 517 508 521
508 518 509 522
509 519 122 523
118 520 510 524
510 521 511 525
511 522 512 526
512 523 121 527
119 524 513 8
513 525 514 9
514 526 515 10
515 527 120 11
128 55 528 540
528 54 529 541
529 53 530 542
530 52 135 543
129 540 531 544
531 541 532 545
532 542 533 546
533 543 134 547
130 544 534 548
534 545 535 549
535 546 536 550
536 547 133 551
131 548 537 56
537 549 538 57
538 550 539 58
539 551 132 59
136 23 552 564
552 22 553 565
553 21 554 566
554 20 143 567
137 564 555 568
555 565 556 569
556 566 557 570
557 567 142 571
138 568 558 572
558 569 559 573
559 570 560 574
560 571 141 575
139 572 561 24
561 573 562 25
562 574 563 26
563 575 140 27
124 51 55 125 121 120 50 54 117 116 49 53 113 112 48 52 114 118 122 126 59 58 57 56 80 81 82 127 63 123 62 61 60 83 119 115 76 77 78 72 73 68 79 74 64 128 75 69 70 65 132 71 66 136 67 140 141 142 143 137 138 139 133 134 135 129 130 131 84 85 88 89 92 93 86 90 94 87 91 95 285 284 108 286 287 104 100 96 271 270 269 268 281 282 280 283 109 105 101 97 267 266 265 264 277 278 279 276 110 106 102 98 263 262 261 260 103 107 257 258 256 111 259 99 272 273 274 275 144 207 206 148 205 152 156 204 35 39 43 47 191 190 189 188 201 200 202 34 203 145 149 38 42 46 187 153 157 186 185 184 198 199 146 197 150 154 158 196 33 37 41 45 183 182 181 180 195 194 147 151 155 159 208 209 210 193 192 212 213 32 36 19 23 18 211 40 17 16 216 220 214 44 22 217 215 179 221 21 218 27 20 26 178 219 177 25 24 176 222 31 223 30 29 0 160 161 1 28 2 4 3 164 165 8 12 243 242 5 168 162 241 169 172 240 6 7 163 227 173 236 237 166 170 174 238 9 10 13 11 239 167 14 226 171 175 252 225 224 228 232 247 15 251 255 246 229 233 234 230 235 231 245 244 248 249 253 254 250
